0	0	0	0	20	20	20	33	20	33	20	20	5	5	5	5	5	5	5	20	8	9	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	35	35	35	0	0	0	0	0
0	0	0	0	20	20	20	20	20	33	20	20	5	5	5	5	5	5	5	5	33	33	33	33	9	33	33	33	33	33	33	33	33	33	41	33	33	33	33	33	33	35	35	35	0	0	0	0	0	0
0	0	0	0	20	45	20	20	8	20	20	20	20	5	5	5	5	5	5	5	5	8	33	33	33	33	9	33	33	33	33	33	33	33	33	33	33	41	35	35	35	35	35	35	0	0	0	0	0	0
0	0	0	0	0	20	20	20	8	20	20	20	20	20	5	5	5	5	1	1	1	5	33	33	9	33	33	9	33	33	33	33	33	33	33	33	33	35	35	35	35	35	35	0	0	0	0	0	0	0
0	0	0	0	0	0	33	20	20	20	20	20	20	20	5	5	5	5	1	1	1	1	20	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	35	35	35	35	45	0	0	0	0	0	0	0
0	0	0	0	0	0	0	20	20	20	20	20	5	5	5	5	5	1	5	1	1	1	33	33	33	33	33	33	33	33	33	33	33	33	33	33	41	33	35	35	35	35	45	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	20	20	20	20	5	5	5	5	20	1	1	1	1	1	5	9	33	33	33	33	33	33	33	33	33	33	33	33	41	33	35	35	35	33	35	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	20	20	20	20	20	5	5	5	5	5	1	1	5	8	8	33	33	9	9	33	33	33	33	33	35	33	33	33	41	35	35	33	35	35	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	20	20	20	20	5	5	5	5	5	5	5	5	1	20	20	33	9	33	33	33	33	33	33	35	33	35	33	33	35	35	33	32	35	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	32	20	5	5	5	5	5	5	5	1	5	1	5	1	8	8	33	33	33	33	33	35	33	33	35	33	9	9	33	32	32	35	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	20	20	8	5	20	5	5	5	5	5	5	5	5	5	5	8	20	33	33	33	35	35	35	35	35	41	33	33	33	33	35	35	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	20	45	45	20	20	5	5	1	5	5	5	5	1	5	8	33	33	33	33	33	35	35	35	35	35	35	35	35	33	35	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	20	20	5	5	5	5	1	5	5	5	1	5	33	33	35	35	35	35	35	35	35	33	41	35	35	33	33	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	5	5	5	5	5	8	8	5	5	5	5	8	9	33	35	35	35	35	35	35	33	35	33	33	33	35	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	20	20	5	5	5	5	5	5	5	5	5	8	8	33	33	33	33	35	33	33	35	35	33	33	33	35	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	20	33	5	5	5	5	5	8	8	5	5	33	9	33	33	35	35	35	33	33	35	33	33	33	35	0	0	0	0	0	0	0	0	0
